School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
LONG BEACH CITY SCHOOLS,WEST ELEM SCHOOL,Nassau,Public School,20,No,19,0,0,0,Yes,05/19/2016,19,1,Yes,Yes,09/22/2016,http://www.lbeach.org,280300010004,MARYLAND AVE,LONG BEACH,NY,11561,11/10/2016,11/10/2016,"(40.715749, -73.601185)","MARYLAND AVE LONG BEACH, NY 11561
(40.589450113000055, -73.65398505799999)"
JASPER-TROUPSBURG CENT SCHOOL,JASPER-TROUPSBURG HS,Steuben,Public School,29,No,0,0,0,29,Yes,10/18/2016,24,0,Yes,Yes,11/28/2016,http://jtcsd.org,572702040002,JASPER-TROUPSBURG HS,JASPER,NY,14885,11/10/2016,12/02/2016,"(42.270053, -77.324618)","JASPER-TROUPSBURG HS JASPER, NY 14885
(42.042468761000066, -77.54471191899995)"
PITTSFORD CENTRAL SCHOOL,PITTSFORD MENDON H S,Monroe,Public School,116,No,23,0,0,91,Yes,10/19/2016,94,22,Yes,Yes,11/11/2016,http://www.pittsfordschools.org,261401060010,MENDON RD,PITTSFORD,NY,14534,11/17/2016,11/17/2016,"(43.161748, -77.620143)","MENDON RD PITTSFORD, NY 14534
(43.089812979000044, -77.51698595399995)"
HUDSON CITY SCHOOLS,JOHN L EDWARDS SCHOOL,Columbia,Public School,102,No,0,0,0,102,Yes,09/28/2016,96,6,Yes,Yes,11/16/2016,http://hudsoncityschooldistrict.com,101300010002,360 STATE ST,HUDSON,NY,12534,12/30/2016,11/29/2016,"(42.276913, -73.682168)","360 STATE ST
HUDSON, NY 12534
(42.252484079000055, -73.78711843599996)"
NORTH COLONIE CENTRAL SCHOOL DISTRICT,LATHAM RIDGE SCHOOL,Albany,Public School,97,No,0,0,0,97,Yes,09/13/2016,93,4,Yes,Yes,09/28/2016,http://www.northcolonie.org/,010623060006,6 MERCER AVE,LATHAM,NY,12110,11/07/2016,11/07/2016,"(42.678066, -73.814233)","6 MERCER AVE
LATHAM, NY 12110
(42.75407828900006, -73.74325334699995)"
NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHERN ADIRONDACK MS/HS,Clinton,Public School,113,No,0,0,0,113,Yes,10/28/2016,101,12,Yes,Yes,01/13/2017,http://nacs1.org,090901040002,PO BOX 164,ELLENBURG DEPOT,NY,12935,11/10/2016,01/25/2017,"(44.731944, -73.548883)","164 ELLENBURG
DEPOT, NY 12935
(44.90611026200003, -73.79841212999997)"
HERRICKS UNION FREE SCHOOL,CENTER STREET SCHOOL,Nassau,Public School,48,No,47,0,0,0,Yes,07/12/2016,47,1,Yes,Yes,09/15/2016,http://www.herricks.org,280409030001,240 CENTER ST,WILLISTON PARK,NY,11596,11/10/2016,11/09/2016,"(40.715749, -73.601185)","240 CENTER ST WILLISTON PARK
NY 11596
(40.759025990000055, -73.65658530599995)"
NORTH BABYLON UNION FREE SCHOOL,BELMONT ELEMENTARY SCHOOL,Suffolk,Public School,110,No,59,0,0,48,Yes,09/26/2016,110,0,Yes,Yes,10/03/2016,http://www.northbabylonschools.net,580103030001,108 BARNUM ST,NORTH BABYLON,NY,11704,11/12/2016,11/12/2016,"(40.820237, -73.119032)","108 BARNUM ST NORTH
BABYLON, NY 11704
(40.728763299000036, -73.35555120799995)"
HARRISON CENTRAL SCHOOL,LOUIS M KLEIN MIDDLE SCHOOL,Westchester,Public School,121,No,0,0,0,121,Yes,10/22/2016,110,11,Yes,Yes,10/31/2016,http://www.harrisoncsd.org,660501060009,UNION + NELSON AVE,HARRISON,NY,10528,11/17/2016,11/17/2016,"(41.039278, -73.805386)","UNION NELSON AVE HARRISON, NY 10528
(40.967384879000065, -73.71824518699998)"
HALF HOLLOW HILLS CENTRAL SCH,PAUMANOK ELEM SCHOOL,Suffolk,Public School,101,No,101,0,0,0,Yes,06/01/2016,101,0,Yes,Yes,09/22/2016,http://www.halfhollowhills.k12.ny.us,580405060012,1 SEAMAN NECK RD,DIX HILLS,NY,11746,11/10/2016,11/10/2016,"(40.820237, -73.119032)","1 SEAMAN NECK RD DIX HILLS
NY 11746
(40.77317688900007, -73.34503304199995)"
HAVERSTRAW-STONEY POINT CSD,FIELDSTONE MIDDLE  SCHOOL,Rockland,Public School,246,No,36,0,0,210,Yes,10/21/2016,247,98,Yes,Yes,11/10/2016,http://www.northrockland.org,500201060013,100 FIELDSTONE DR,THIELLS,NY,10984,12/01/2016,01/23/2017,"(41.127287, -74.017033)","100 FIELDSTONE DR
THIELLS, NY 10984
(41.21275541500006, -74.02779405999996)"
NEW ROCHELLE CITY SCHOOLS,COLUMBUS ELEM SCHOOL,Westchester,Public School,103,No,27,0,0,76,Yes,09/28/2016,95,8,Yes,Yes,10/10/2016,http://www.nred.org/groups/17137/health__safety/lead_in_schools_water_situation,661100010002,275 WASHINGTON AVE,NEW ROCHELLE,NY,10801,12/13/2016,12/13/2016,"(41.039278, -73.805386)","275 WASHINGTON AVE
NEW ROCHELLE, NY 10801
(40.90975754300007, -73.79815581299994)"
PENFIELD CENTRAL SCHOOL,PENFIELD S H S,Monroe,Public School,47,No,44,0,0,0,Yes,03/12/2016,44,3,Yes,Yes,03/22/2016,http://www.penfield.edu/schoolnews.cfm?subpage=1998705,261201060006,25 HIGH SCHOOL DR,PENFIELD,NY,14526,11/08/2016,11/08/2016,"(43.161748, -77.620143)","25 HIGH SCHOOL DR
PENFIELD, NY 14526
(43.13626256100008, -77.47493795599996)"
MEDINA CENTRAL SCHOOL,CLIFFORD WISE MIDDLE SCHOOL,Orleans,Public School,89,No,0,0,0,89,Yes,10/12/2016,76,13,Yes,Yes,11/17/2016,http://medinacsd.org,450801060003,GWINN ST,MEDINA,NY,14103,11/22/2016,11/22/2016,"(43.248394, -78.218438)","GWINN ST MEDINA, NY 14103
(43.21897022300004, -78.39117028799996)"
MOUNT VERNON CITY SCHOOLS,COLUMBUS SCHOOL,Westchester,Public School,,No,,,,,No,,,,No,No,,,660900010001,455 North High Street,MT VERNON,NY,10552,,,"(41.039278, -73.805386)","455 North High Street MT
VERNON, NY 10552
(40.91989803800004, -73.84084770699997)"
LEVITTOWN UNION FREE SCHOOL,GEN DOUGLAS MACARTHUR S H S,Nassau,Public School,33,No,29,0,0,0,Yes,08/02/2016,29,4,Yes,Yes,09/22/2016,http://www.levittownschools.com/,280205030016,3369 OLD JERUSALEM RD,LEVITTOWN,NY,11756,11/09/2016,11/09/2016,"(40.715749, -73.601185)","3369 OLD JERUSALEM RD
LEVITTOWN, NY 11756
(40.70422753300005, -73.51110006899995)"
OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,OPPENHEIM-EPHRATAH-ST JOHNSVILLE JS HS,Montgomery,Public School,94,No,0,0,0,94,Yes,10/17/2016,77,17,Yes,Yes,12/15/2016,http://www.oesj.org,271201040004,44 CENTER ST,ST JOHNSVILLE,NY,13452,11/04/2016,12/16/2016,"(42.933637, -74.341972)","44 CENTER ST ST
JOHNSVILLE, NY 13452
(43.00211256500006, -74.67873766699995)"
HOLLAND PATENT CENTRAL SCHOOL,GEN WILLIAM FLOYD ELEM SCHOOL,Oneida,Public School,94,No,83,0,0,0,Yes,06/22/2016,83,11,Yes,Yes,07/28/2016,http://www.hpschools.org,412201060005,GEN WILLIAM FLOYD ELEM SCHOOL,HOLLAND PATENT,NY,13354,01/13/2017,11/17/2016,"(43.149482, -75.361773)","GEN WILLIAM FLOYD ELEM SCHOOL HOLLAND PATENT, NY 13354
(43.243938660000026, -75.25992116999998)"
PATCHOGUE-MEDFORD U F SCH,OREGON AVENUE MIDDLE SCHOOL,Suffolk,Public School,27,No,25,0,0,0,Yes,08/09/2016,25,2,Yes,Yes,09/15/2016,http://www.pmschools.org,580224030006,109 OREGON AVE,MEDFORD,NY,11763,11/08/2016,11/08/2016,"(40.820237, -73.119032)","109 OREGON AVE
MEDFORD, NY 11763
(40.807679559000064, -72.99763037599996)"
HEWLETT WOODMERE PUBLIC SCHOOLS,OGDEN ELEM SCHOOL,Nassau,Public School,96,No,0,0,0,96,Yes,09/28/2016,64,32,Yes,Yes,12/12/2016,http://www.hewlett-woodmere.net,280214030003,LONGVIEW AVE,VALLEY STREAM,NY,11581,11/08/2016,12/13/2016,"(40.715749, -73.601185)","LONGVIEW AVE VALLEY STREAM, NY 11581
(40.65321572300007, -73.70101645899996)"
JAMESVILLE-DEWITT CENTRAL SCHOOL,JAMESVILLE ELEM SCHOOL,Onondaga,Public School,99,No,0,0,0,99,Yes,09/23/2016,96,3,Yes,Yes,11/23/2016,http://jamesvilledewitt.org,420411060002,E SENECA TPKE,JAMESVILLE,NY,13078,11/30/2016,11/30/2016,"(43.065629, -76.168033)","E SENECA TPKE JAMESVILLE, NY 13078
(42.99322689500008, -76.11528499799994)"
LA FAYETTE CENTRAL SCHOOL,LA FAYETTE S H S,Onondaga,Public School,170,No,0,0,0,170,Yes,10/01/2016,111,10,Yes,Yes,01/11/2017,http://www.lafayetteschools.org,420807040003,RT 11 N,LAFAYETTE,NY,13084,10/12/2016,01/18/2017,"(43.065629, -76.168033)","11 N LAFAYETTE
NY 13084
(42.91300926800005, -76.11519869699998)"
HICKSVILLE UNION FREE SCHOOL,WOODLAND SCHOOL,Nassau,Public School,38,No,38,0,0,0,Yes,04/20/2016,38,0,Yes,Yes,09/01/2016,http://www.hicksvillepublicschools.org,280517030008,85 KETCHUM RD,HICKSVILLE,NY,11801,10/31/2016,10/31/2016,"(40.715749, -73.601185)","85 KETCHUM RD
HICKSVILLE, NY 11801
(40.784651892000056, -73.50969055999997)"
NEWFIELD CENTRAL SCHOOL,NEWFIELD HIGH SCHOOL,Tompkins,Public School,59,No,39,0,0,20,Yes,10/28/2016,39,0,Yes,No,,http://www.newfieldschools.org/districtpage.cfm?pageid=69,610901040003,247 MAIN ST,NEWFIELD,NY,14867,11/09/2016,11/09/2016,"(42.461024, -76.478784)","247 MAIN ST
NEWFIELD, NY 14867
(42.36026192800006, -76.59613956099997)"
IROQUOIS CENTRAL SCHOOL,IROQUOIS SHS,Erie,Public School,100,No,0,0,0,100,Yes,10/26/2016,91,9,Yes,Yes,12/09/2016,http://www.iroquoiscsd.org/Page/7370,141301060006,BOX 32 GIRDLE RD,ELMA,NY,14059,11/10/2016,12/12/2016,"(42.888143, -78.795544)","32 GIRDLE RD
ELMA, NY 14059
(42.83050156400003, -78.60599981899998)"
LIVERPOOL CENTRAL SCHOOL,LONG BRANCH ELEM SCHOOL,Onondaga,Public School,56,No,0,0,0,56,Yes,11/15/2016,55,1,Yes,Yes,12/01/2016,http://www.liverpool.k12.ny.us,421501060015,4035 LONG BRANCH RD,LIVERPOOL,NY,13090,01/24/2017,01/24/2017,"(43.065629, -76.168033)","4035 LONG BRANCH RD
LIVERPOOL, NY 13090
(43.12418766800005, -76.23423691599999)"
PATCHOGUE-MEDFORD U F SCH,RIVER AVENUE SCHOOL,Suffolk,Public School,23,No,14,0,0,0,Yes,07/29/2016,14,9,Yes,Yes,09/15/2016,http://www.pmschools.org,580224030005,46 RIVER AVE,PATCHOGUE,NY,11772,11/08/2016,11/08/2016,"(40.820237, -73.119032)","46 RIVER AVE
PATCHOGUE, NY 11772
(40.76334086500003, -73.02283462299994)"
HADLEY LUZERNE CENTRAL SCHOOL,HADLEY LUZERNE JSHS,Warren,Public School,117,No,0,0,0,117,Yes,10/21/2016,61,56,Yes,Yes,11/30/2016,http://images.pcmac.org/Uploads/Hadley-LuzerneCSD/Hadley-LuzerneCSD/Divisions/PagesLevel1/Documents/10368939_frc-1.pdf,630801040001,HADLEY LUZERNE JSHS,LAKE LUZERNE,NY,12846,12/02/2016,12/02/2016,"(43.403024, -73.716044)","HADLEY LUZERNE JSHS LAKE LUZERNE, NY 12846
(43.31604397700005, -73.83522163599997)"
ORISKANY CENTRAL SCHOOL,N A WALBRAN ELEM SCHOOL,Oneida,Public School,107,No,99,0,0,0,Yes,06/14/2016,99,8,Yes,Yes,07/28/2016,http://www.oriskanycsd.org,412901040002,N A WALBRAN ELEM SCHOOL,ORISKANY,NY,13424,11/16/2016,11/16/2016,"(43.149482, -75.361773)","N A WALBRAN ELEM SCHOOL ORISKANY, NY 13424
(43.157775840000056, -75.33554428699995)"
HYDE PARK CENTRAL SCHOOL DISTRICT,RALPH R SMITH SCHOOL,Dutchess,Public School,77,No,0,0,0,77,Yes,09/23/2016,75,2,Yes,Yes,11/09/2016,http://www.hpcsd.org,130801060003,16 Smith Court,HYDE PARK,NY,12538,11/07/2016,11/16/2016,"(41.686216, -73.840468)","16 Smith Court HYDE PARK
NY 12538
(41.77521295200006, -73.90804116699996)"
HARRISON CENTRAL SCHOOL,SAMUAL J PRESTON SCHOOL,Westchester,Public School,48,No,0,0,0,48,Yes,09/21/2016,42,6,Yes,Yes,09/28/2016,http://www.harrisoncsd.org,660501060008,TAYLOR AVE,WHITE PLAINS,NY,10605,11/17/2016,11/17/2016,"(41.039278, -73.805386)","TAYLOR AVE WHITE PLAINS, NY 10605
(41.02170119500005, -73.76301905899999)"
PINE BUSH CENTRAL SCHOOL,PAKANASINK ELEM SCHOOL,Orange,Public School,100,No,0,0,0,100,Yes,09/14/2016,86,14,Yes,Yes,10/03/2016,http://pinebushschools.org,440401060008,1953 RT 302,CIRCLEVILLE,NY,10919,11/01/2016,11/01/2016,"(41.422459, -74.241929)","1953 RT
CIRCLEVILLE, NY 10919
(41.51457405800005, -74.38774504999998)"
JOHNSTOWN CITY SCHOOLS,WARREN STREET SCHOOL,Fulton,Public School,90,No,34,0,0,56,Yes,09/28/2016,80,10,Yes,Yes,11/28/2016,http://www.johnstownschools.org,170600010005,110 WARREN ST,JOHNSTOWN,NY,12095,10/13/2016,12/01/2016,"(43.06014, -74.331296)","110 WARREN ST
JOHNSTOWN, NY 12095
(43.00834628600006, -74.38111763699999)"
PEEKSKILL CITY SCHOOLS,WOODSIDE SCHOOL,Westchester,Public School,78,No,0,0,0,78,Yes,09/29/2016,68,10,Yes,Yes,10/07/2016,http://peekskillcsd.org,661500010004,DEPEW ST,PEEKSKILL,NY,10566,11/09/2016,11/09/2016,"(41.039278, -73.805386)","DEPEW ST PEEKSKILL, NY 10566
(41.29300880400007, -73.91792692999996)"
ODESSA MONTOUR CENTRAL SCHOOL,B C CATE ELEM SCHOOL,Schuyler,Public School,25,No,25,0,0,0,Yes,06/14/2016,25,0,Yes,Yes,07/18/2016,http://www.omschools.org,550101040001,262 CANAL ST,MONTOUR FALLS,NY,14865,12/13/2016,12/13/2016,"(42.38593, -76.872032)","262 CANAL ST MONTOUR FALLS
NY 14865
(42.33971339000004, -76.84326016099999)"
HERKIMER CENTRAL SCHOOL,HERKIMER JSHS,Herkimer,Public School,137,No,0,0,0,137,Yes,10/07/2016,100,37,Yes,Yes,11/04/2016,http://www.herkimercsd.org,210601060005,801 W GERMAN ST,HERKIMER,NY,13350,11/08/2016,11/08/2016,"(43.070026, -74.994246)","801 W GERMAN ST
HERKIMER, NY 13350
(43.02352729000006, -75.00179451999998)"
MIDDLETOWN CITY SCHOOLS,PRESIDENTIAL PARK ELEMENTARY SCHOOL,Orange,Public School,288,No,164,0,0,124,Yes,09/09/2016,283,5,Yes,Yes,09/09/2016,http://middletowncityschools.org,441000010018,50 ROOSEVELT AVE,MIDDLETOWN,NY,10940,10/27/2016,10/27/2016,"(41.422459, -74.241929)","50 ROOSEVELT AVE
MIDDLETOWN, NY 10940
(41.461416308000025, -74.42097623999996)"
NIAGARA WHEATFIELD CENT SCH,NIAGARA WHEATFIELD S H S,Niagara,Public School,215,No,0,0,0,215,No,,,,No,No,,http://www.nwcsd.k12.ny.us,400701060010,2292 SAUNDERS STLMNT,SANBORN,NY,14132,11/10/2016,,"(43.134634, -78.856419)","2292 SAUNDERS
STLMNT SANBORN, NY 14132
(43.140415605000044, -78.88555547699997)"
MINEOLA UNION FREE SCHOOL,MEADOW DRIVE SCHOOL,Nassau,Public School,3,No,3,0,0,0,Yes,04/27/2016,3,0,Yes,Yes,04/27/2016,http://www.mineola.k12.ny.us,280410030004,MEADOW DR,ALBERTSON,NY,11507,11/28/2016,11/28/2016,"(40.715749, -73.601185)","MEADOW DR ALBERTSON, NY 11507
(40.76953737900004, -73.64983301199999)"
MOUNT VERNON CITY SCHOOLS,MOUNT VERNON H S,Westchester,Public School,,No,,,,,No,,,,No,No,,,660900010013,100 CALIFORNIA RD,MT VERNON,NY,10552,,,"(41.039278, -73.805386)","100 CALIFORNIA RD MT
VERNON, NY 10552
(40.92649328300007, -73.81620370899998)"
NORTH BABYLON UNION FREE SCHOOL,MARION G. VEDDER ELEMENTARY SCHOOL,Suffolk,Public School,51,No,41,0,0,8,Yes,09/28/2016,51,0,Yes,Yes,10/03/2016,http://www.northbabylonschools.net,580103030009,794 DEER PARK AVE,NORTH BABYLON,NY,11703,11/12/2016,11/12/2016,"(40.820237, -73.119032)","794 DEER PARK AVE NORTH
BABYLON, NY 11703
(40.72322687500008, -73.32270627399998)"
MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,MOUNT MARKHAM MIDDLE SCHOOL,Herkimer,Public School,81,No,0,0,0,81,Yes,09/23/2016,81,9,Yes,Yes,10/27/2016,http://www.mmcsd.org,212001040005,MOUNT MARKHAM MIDDLE SCHOOL,WEST WINFIELD,NY,13491,10/27/2016,11/22/2016,"(43.070026, -74.994246)","MOUNT MARKHAM MIDDLE SCHOOL WEST WINFIELD, NY 13491
(42.885469604000036, -75.19034735399998)"
HARRISON CENTRAL SCHOOL,PURCHASE SCHOOL,Westchester,Public School,69,No,0,0,0,69,Yes,09/21/2016,59,10,Yes,Yes,09/28/2016,http://www.harrisoncsd.org,660501060005,PURCHASE ST,PURCHASE,NY,10577,11/17/2016,11/17/2016,"(41.039278, -73.805386)","PURCHASE ST PURCHASE, NY 10577
(41.03408883800006, -73.70789315599995)"
KINGS PARK CENTRAL SCHOOL,R.J.O. IS,Suffolk,Public School,36,No,36,0,0,0,Yes,06/04/2016,31,5,Yes,Yes,07/21/2016,http://www.kpcsd.org/documents.cfm?id=5123,580805060001,99 OLD DOCK RD,KINGS PARK,NY,11754,11/11/2016,11/11/2016,"(40.820237, -73.119032)","99 OLD DOCK RD KINGS PARK
NY 11754
(40.88726267200008, -73.25427113699999)"
OSSINING UNION FREE SCHOOL,CLAREMONT SCHOOL,Westchester,Public School,135,No,53,0,0,82,Yes,10/25/2016,80,55,Yes,Yes,10/25/2016,http://www.ossiningufsd.org,661401030002,CLAREMONT RD,OSSINING,NY,10562,01/04/2017,12/13/2016,"(41.039278, -73.805386)","CLAREMONT RD OSSINING, NY 10562
(41.15995156900004, -73.86233801299994)"
ONEIDA CITY SCHOOLS,NORTH BROAD STREET SCHOOL,Madison,Public School,33,No,10,0,0,23,Yes,11/28/2016,31,2,Yes,Yes,11/29/2016,http://www.oneidacsd.org,251400010003,230 NORTH BROAD STREET,ONEIDA,NY,13421,12/03/2016,12/03/2016,"(42.986917, -75.720031)","230 NORTH BROAD STREET
ONEIDA, NY 13421
(43.09794337200003, -75.65612262899998)"
MORRISTOWN CENTRAL SCHOOL,MORRISTOWN CENTRAL SCHOOL,Saint Lawrence,Public School,98,No,97,0,0,25,Yes,11/30/2016,72,1,Yes,Yes,08/22/2016,http://mcsd.schoolfusion.us/,512101040001,408 GOUVERNEUR ST,MORRISTOWN,NY,13664,12/02/2016,10/17/2016,"(44.689468, -75.242045)","408 GOUVERNEUR ST
MORRISTOWN, NY 13664
(44.58633110000005, -75.64681700699998)"
LIVERPOOL CENTRAL SCHOOL,WILLOW FIELD SCHOOL,Onondaga,Public School,50,No,0,0,0,50,Yes,11/15/2016,50,0,No,Yes,12/01/2016,http://www.liverpool.k12.ny.us,421501060019,WILLOW FIELD SCHOOL,LIVERPOOL,NY,13090,01/24/2017,01/24/2017,"(43.065629, -76.168033)","WILLOW FIELD SCHOOL LIVERPOOL, NY 13090
(43.132680006000044, -76.21315601099997)"
HYDE PARK CENTRAL SCHOOL DISTRICT,F D ROOSEVELT SHS,Dutchess,Public School,168,No,0,0,0,168,Yes,10/12/2016,155,13,Yes,Yes,11/14/2016,http://www.hpcsd.org,130801060007,156 South Cross Road,HYDE PARK,NY,12538,11/07/2016,11/16/2016,"(41.686216, -73.840468)","156 South Cross Road HYDE PARK
NY 12538
(41.78681043200004, -73.93391730399998)"
HEMPSTEAD UNION FREE SCHOOL,BARACK OBAMA SCHOOL,Nassau,Public School,26,No,0,0,0,26,Yes,12/22/2016,24,2,Yes,Yes,12/22/2016,http://www.hempsteadschools.org,280201030004,176 WILLIAM ST,HEMPSTEAD,NY,11550,12/23/2016,12/23/2016,"(40.715749, -73.601185)","176 WILLIAM ST
HEMPSTEAD, NY 11550
(40.70378359100005, -73.61140302599995)"
HALDANE CENT SCH OF PHILIPSTWN,HALDANE ELEM SCHOOL,Putnam,Public School,92,No,10,0,0,92,Yes,09/24/2016,81,11,Yes,Yes,10/06/2016,http://www.haldaneschool.org,480401040001,HALDANE ELEM SCHOOL,COLD SPRING,NY,10516,11/02/2016,11/02/2016,"(41.41131, -73.717443)","HALDANE ELEM SCHOOL COLD SPRING, NY 10516
(41.42019755800004, -73.95442684699998)"
NORTH TONAWANDA CITY SCHOOLS,OHIO SCHOOL,Niagara,Public School,0,No,0,0,0,0,Yes,09/30/2016,,,No,No,,,400900010008,625 OHIO AVE,NO TONAWANDA,NY,14120,11/10/2016,,"(43.134634, -78.856419)","625 OHIO AVE
NO TONAWANDA, NY 14120
(43.063252426000076, -78.85442058899997)"
MINERVA CENTRAL SCHOOL,MINERVA CENTRAL SCHOOL,Essex,Public School,52,No,17,0,0,31,Yes,09/27/2016,39,9,Yes,Yes,11/04/2016,http://www.pacelabs.com,150801040001,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,11/14/2016,11/14/2016,"(44.166026, -73.685145)","1466 COUNTY
OLMSTEDVILLE, NY 12857
(43.774385411000026, -73.93419401599994)"
HAVERSTRAW-STONEY POINT CSD,THIELLS ELEM SCHOOL,Rockland,Public School,120,No,87,12,0,33,Yes,10/12/2016,77,4,Yes,Yes,10/12/2016,http://www.northrockland.org,500201060011,ROSMAN RD,THIELLS,NY,10984,11/10/2016,11/10/2016,"(41.127287, -74.017033)","ROSMAN RD THIELLS, NY 10984
(41.204488455000046, -74.01771026699998)"
HASTINGS ON HUDSON U F S,FARRAGUT MIDDLE SCHOOL,Westchester,Public School,42,No,8,0,0,34,Yes,10/07/2016,36,6,Yes,Yes,10/13/2016,http://www.hohschools.org,660404030002,27 FARRAGUT AVE,HASTINGS-ON-HUDSON,NY,10706,10/25/2016,10/25/2016,"(41.039278, -73.805386)","27 FARRAGUT AVE
HASTINGS-ON-HUDSON, NY 10706
(40.99399417700005, -73.87715568199997)"
HALF HOLLOW HILLS CENTRAL SCH,SIGNAL HILL ELEM SCHOOL,Suffolk,Public School,50,No,36,0,0,0,Yes,06/02/2016,36,14,Yes,Yes,09/22/2016,http://www.halfhollowhills.k12.ny.us,580405060013,670 CALEDONIA RD,DIX HILLS,NY,11746,11/10/2016,11/10/2016,"(40.820237, -73.119032)","670 CALEDONIA RD DIX HILLS
NY 11746
(40.81233220800004, -73.36776907699993)"
MALVERNE UNION FREE SCHOOL,MALVERNE S H S,Nassau,Public School,87,No,0,86,0,0,Yes,03/22/2016,86,1,Yes,Yes,06/13/2016,http://www.malverne.k12.ny.us/Assets/District_Links/101416_new_lead_in_water_posting.pdf?v=976,280212030005,80 OCEAN AVE,MALVERNE,NY,11565,10/21/2016,10/21/2016,"(40.715749, -73.601185)","80 OCEAN AVE
MALVERNE, NY 11565
(40.66958919500007, -73.66135531599997)"
OYSTERPONDS UNION FREE SCHOOL,OYSTERPONDS ELEM SCHOOL,Suffolk,Public School,23,No,0,0,0,23,Yes,09/27/2016,19,4,Yes,Yes,09/27/2016,http://www.oysterponds.org,581002020001,MAIN RD,ORIENT,NY,11957,12/19/2016,12/19/2016,"(40.820237, -73.119032)","MAIN RD ORIENT, NY 11957
(41.15527760700007, -72.25145122799995)"
ONEONTA CITY SCHOOLS,ONEONTA MIDDLE SCHOOL,Otsego,Public School,33,No,0,0,0,33,Yes,10/15/2016,30,3,Yes,Yes,01/03/2017,http://www.oneontacsd.org,471400010007,EAST ST,ONEONTA,NY,13820,11/09/2016,01/10/2017,"(42.564852, -75.060334)","EAST ST ONEONTA, NY 13820
(42.45739385500008, -75.06149147899998)"
NIAGARA WHEATFIELD CENT SCH,COLONIAL VILLAGE ELEM SCHOOL,Niagara,Public School,115,No,0,0,0,115,No,,108,7,Yes,Yes,12/13/2016,http://www.nwcsd.k12.ny.us,400701060004,1456 SAUNDERS STLMNT,NIAGARA FALLS,NY,14305,11/10/2016,12/14/2016,"(43.134634, -78.856419)","1456 SAUNDERS STLMNT NIAGARA FALLS
NY 14305
(43.108177322000074, -79.04895099899994)"
OCEANSIDE UNION FREE SCHOOL,SCHOOL 5,Nassau,Public School,23,No,23,0,0,0,Yes,05/04/2016,23,0,Yes,Yes,09/22/2016,,280211030005,NO OCEANSIDE RD,OCEANSIDE,NY,11572,10/31/2016,10/31/2016,"(40.715749, -73.601185)","NO OCEANSIDE RD OCEANSIDE, NY 11572
(40.63686370500005, -73.64958232799995)"
PITTSFORD CENTRAL SCHOOL,BARKER ROAD MIDDLE SCHOOL,Monroe,Public School,97,No,21,0,0,75,Yes,10/19/2016,69,28,Yes,Yes,11/11/2016,http://www.pittsfordschools.org,261401060008,75 BARKER RD,PITTSFORD,NY,14534,11/10/2016,11/17/2016,"(43.161748, -77.620143)","75 BARKER RD
PITTSFORD, NY 14534
(43.05912177500005, -77.52642079099996)"
MINEOLA UNION FREE SCHOOL,MINEOLA MIDDLE SCHOOL,Nassau,Public School,81,No,3,0,0,78,Yes,11/01/2016,76,5,Yes,Yes,11/07/2016,http://www.mineola.k12.ny.us,280410030007,200 EMORY RD,MINEOLA,NY,11501,11/28/2016,11/28/2016,"(40.715749, -73.601185)","200 EMORY RD
MINEOLA, NY 11501
(40.742947522000065, -73.64954093899996)"
OSWEGO CITY SCHOOLS,KINGSFORD PARK ELEM SCHOOL,Oswego,Public School,59,No,16,0,0,43,Yes,09/30/2016,50,9,Yes,Yes,10/20/2016,http://ww.oswego.org,461300010005,W FIFTH & NIAGARA ST,OSWEGO,NY,13126,11/11/2016,11/11/2016,"(43.39123, -76.31133)","W FIFTH
OSWEGO, NY 13126
(43.44706513300008, -76.51079808599997)"
OXFORD ACAD&CENT SCHOOL,OXFORD ACADEMY HS,Chenango,Public School,10,No,10,0,0,0,Yes,04/08/2016,10,0,Yes,Yes,04/20/2016,http://www.oxac.org,081501040002,50 S WASHINGTON AVE,OXFORD,NY,13830,11/01/2016,11/01/2016,"(42.481798, -75.570013)","50 S WASHINGTON AVE
OXFORD, NY 13830
(42.43871633400005, -75.60523892299994)"
LAKE GEORGE CENTRAL SCHOOL,LAKE GEORGE ELEMENTARY,Warren,Public School,137,No,0,0,0,137,Yes,09/24/2016,131,6,Yes,Yes,12/28/2016,http://www.lkgeorge.org,630701040003,RT.9L,LAKE GEORGE,NY,12845,10/24/2016,01/12/2017,"(43.403024, -73.716044)","9L LAKE
GEORGE, NY 12845
(43.43113269300005, -73.71232313699994)"
