name	month	Gender	Ethnicity	IEP	satisfactory	mildly.chronic	moderately.chronic	chronic
Danforth Middle School	1	Male	Black	Yes	23	7	2	5
Danforth Middle School	1	Male	Hispanic	No	7	0	2	2
Danforth Middle School	1	Male	Hispanic	Yes	5	4	1	1
Danforth Middle School	1	Male	Other	No	5	1	0	1
Danforth Middle School	1	Male	Other	Yes	0	1	0	0
Danforth Middle School	1	Male	White	No	2	3	1	0
Danforth Middle School	1	Male	White	Yes	3	3	1	0
Danforth Middle School	2	Female	Black	No	118	5	2	1
Danforth Middle School	2	Female	Black	Yes	3	1	3	3
Danforth Middle School	2	Female	Hispanic	No	10	1	1	1
Danforth Middle School	2	Female	Hispanic	Yes	4	0	0	0
Danforth Middle School	2	Female	Other	No	4	0	0	0
Danforth Middle School	2	Female	White	No	2	1	1	0
Danforth Middle School	2	Female	White	Yes	1	0	0	0
Danforth Middle School	2	Male	Black	No	101	4	4	2
Danforth Middle School	2	Male	Black	Yes	27	1	3	3
Danforth Middle School	2	Male	Hispanic	No	7	0	2	2
Danforth Middle School	2	Male	Hispanic	Yes	6	1	2	2
Danforth Middle School	2	Male	Other	No	6	1	0	1
Danforth Middle School	2	Male	Other	Yes	1	1	0	0
Danforth Middle School	2	Male	White	No	6	0	0	0
Danforth Middle School	2	Male	White	Yes	6	0	1	0
Danforth Middle School	3	Female	Black	No	77	28	16	6
Danforth Middle School	3	Female	Black	Yes	3	3	2	2
Danforth Middle School	3	Female	Hispanic	No	5	3	3	2
Danforth Middle School	3	Female	Hispanic	Yes	2	2	0	0
Danforth Middle School	3	Female	Other	No	2	1	1	0
Danforth Middle School	3	Female	White	No	0	2	0	2
Danforth Middle School	3	Female	White	Yes	1	0	0	0
Danforth Middle School	3	Male	Black	No	61	30	14	5
Danforth Middle School	3	Male	Black	Yes	15	7	7	2
Danforth Middle School	3	Male	Hispanic	No	5	2	1	3
Danforth Middle School	3	Male	Hispanic	Yes	4	3	1	4
Danforth Middle School	3	Male	Other	No	5	2	0	1
Danforth Middle School	3	Male	Other	Yes	1	0	0	1
Danforth Middle School	3	Male	White	No	3	2	1	0
Danforth Middle School	3	Male	White	Yes	4	1	0	1
Danforth Middle School	4	Female	Black	No	97	15	14	1
Danforth Middle School	4	Female	Black	Yes	6	2	3	1
Danforth Middle School	4	Female	Hispanic	No	6	5	2	0
Danforth Middle School	4	Female	Hispanic	Yes	3	1	0	0
Danforth Middle School	4	Female	Other	No	4	0	0	0
Danforth Middle School	4	Female	White	No	0	1	2	1
Danforth Middle School	4	Female	White	Yes	1	0	0	0
Danforth Middle School	4	Male	Black	No	77	15	12	6
Danforth Middle School	4	Male	Black	Yes	22	4	3	3
Danforth Middle School	4	Male	Hispanic	No	3	2	2	4
Danforth Middle School	4	Male	Hispanic	Yes	7	1	1	3
Danforth Middle School	4	Male	Other	No	5	1	2	0
Danforth Middle School	4	Male	Other	Yes	1	0	0	1
Danforth Middle School	4	Male	White	No	3	3	0	0
Danforth Middle School	4	Male	White	Yes	5	1	0	0
Danforth Middle School	5	Female	Black	No	74	34	16	5
Danforth Middle School	5	Female	Black	Yes	6	2	2	2
Danforth Middle School	5	Female	Hispanic	No	6	2	2	3
Danforth Middle School	5	Female	Hispanic	Yes	3	0	0	1
Danforth Middle School	5	Female	Other	No	3	1	0	0
Danforth Middle School	5	Female	White	No	0	0	2	1
Danforth Middle School	5	Female	White	Yes	1	0	0	0
Danforth Middle School	5	Male	Black	No	77	19	11	3
Danforth Middle School	5	Male	Black	Yes	19	7	5	2
Danforth Middle School	5	Male	Hispanic	No	8	0	3	0
Danforth Middle School	5	Male	Hispanic	Yes	5	2	4	1
Danforth Middle School	5	Male	Other	No	6	0	1	1
Danforth Middle School	5	Male	Other	Yes	1	0	0	1
Danforth Middle School	5	Male	White	No	2	3	1	0
Danforth Middle School	5	Male	White	Yes	3	0	2	0
Danforth Middle School	6	Female	Black	No	96	19	11	2
Danforth Middle School	6	Female	Black	Yes	5	2	3	1
Danforth Middle School	6	Female	Hispanic	No	11	0	3	0
Danforth Middle School	6	Female	Hispanic	Yes	3	0	1	0
Danforth Middle School	6	Female	Other	No	4	0	0	0
Danforth Middle School	6	Female	White	No	3	0	0	2
Danforth Middle School	6	Female	White	Yes	1	0	0	0
Danforth Middle School	6	Male	Black	No	79	22	7	2
Danforth Middle School	6	Male	Black	Yes	23	5	3	2
Danforth Middle School	6	Male	Hispanic	No	10	1	0	1
Danforth Middle School	6	Male	Hispanic	Yes	7	4	1	0
Danforth Middle School	6	Male	Other	No	6	2	0	0
Danforth Middle School	6	Male	Other	Yes	1	0	0	1
Danforth Middle School	6	Male	White	No	5	0	1	0
Danforth Middle School	6	Male	White	Yes	4	1	1	0
Danforth Middle School	7	Female	Black	No	109	12	5	3
Danforth Middle School	7	Female	Black	Yes	7	1	2	1
Danforth Middle School	7	Female	Hispanic	No	9	3	2	0
Danforth Middle School	7	Female	Hispanic	Yes	2	0	0	1
Danforth Middle School	7	Female	Other	No	4	0	0	0
Danforth Middle School	7	Female	White	No	3	0	0	2
Danforth Middle School	7	Female	White	Yes	0	1	0	0
Danforth Middle School	7	Male	Black	No	99	8	2	2
Danforth Middle School	7	Male	Black	Yes	23	2	5	1
Danforth Middle School	7	Male	Hispanic	No	9	0	1	2
Danforth Middle School	7	Male	Hispanic	Yes	6	4	0	2
Danforth Middle School	7	Male	Other	No	7	1	0	0
Danforth Middle School	7	Male	Other	Yes	1	0	1	0
Danforth Middle School	7	Male	White	No	4	1	2	0
Danforth Middle School	7	Male	White	Yes	5	1	0	0
Danforth Middle School	8	Female	Black	No	92	23	12	2
Danforth Middle School	8	Female	Black	Yes	6	5	2	0
Danforth Middle School	8	Female	Hispanic	No	7	5	1	1
Danforth Middle School	8	Female	Hispanic	Yes	2	0	0	1
Danforth Middle School	8	Female	Other	No	3	1	0	0
Danforth Middle School	8	Female	White	No	2	1	1	1
Danforth Middle School	8	Female	White	Yes	1	0	0	0
Danforth Middle School	8	Male	Black	No	88	16	6	1
Danforth Middle School	8	Male	Black	Yes	18	9	3	1
Danforth Middle School	8	Male	Hispanic	No	8	2	1	1
Danforth Middle School	8	Male	Hispanic	Yes	6	3	2	1
Danforth Middle School	8	Male	Other	No	8	0	0	0
Danforth Middle School	8	Male	Other	Yes	1	1	0	0
Danforth Middle School	8	Male	White	No	2	3	2	0
Danforth Middle School	8	Male	White	Yes	4	1	2	0
Danforth Middle School	9	Female	Black	No	101	14	10	3
Danforth Middle School	9	Female	Black	Yes	7	3	1	2
Danforth Middle School	9	Female	Hispanic	No	9	1	2	2
Danforth Middle School	9	Female	Hispanic	Yes	2	0	0	1
Danforth Middle School	9	Female	Other	No	4	0	0	0
Danforth Middle School	9	Female	White	No	2	1	1	1
Danforth Middle School	9	Female	White	Yes	1	0	0	0
Danforth Middle School	9	Male	Black	No	102	7	1	1
Danforth Middle School	9	Male	Black	Yes	22	2	6	2
Danforth Middle School	9	Male	Hispanic	No	9	1	1	1
Danforth Middle School	9	Male	Hispanic	Yes	9	0	0	3
Danforth Middle School	9	Male	Other	No	7	0	1	0
Danforth Middle School	9	Male	Other	Yes	2	0	0	0
Danforth Middle School	9	Male	White	No	5	1	1	0
Danforth Middle School	9	Male	White	Yes	4	1	0	2
Danforth Middle School	10	Female	Black	No	123	0	0	5
Danforth Middle School	10	Female	Black	Yes	11	0	0	2
Danforth Middle School	10	Female	Hispanic	No	13	0	0	1
Danforth Middle School	10	Female	Hispanic	Yes	3	0	0	0
Danforth Middle School	10	Female	Other	No	4	0	0	0
Danforth Middle School	10	Female	White	No	5	0	0	0
Danforth Middle School	10	Female	White	Yes	1	0	0	0
Danforth Middle School	10	Male	Black	No	111	0	0	0
Danforth Middle School	10	Male	Black	Yes	30	0	0	2
Danforth Middle School	10	Male	Hispanic	No	12	0	0	0
Danforth Middle School	10	Male	Hispanic	Yes	8	0	0	4
Danforth Middle School	10	Male	Other	No	8	0	0	0
Danforth Middle School	10	Male	Other	Yes	2	0	0	0
Danforth Middle School	10	Male	White	No	7	0	0	0
Danforth Middle School	10	Male	White	Yes	7	0	0	0
Delaware Academy	1	Female	Black	No	16	10	5	4
Delaware Academy	1	Female	Black	Yes	2	1	0	0
Delaware Academy	1	Female	Hispanic	No	23	15	7	5
Delaware Academy	1	Female	Hispanic	Yes	1	2	0	1
Delaware Academy	1	Female	Other	No	6	3	3	3
Delaware Academy	1	Female	White	No	4	2	2	0
Delaware Academy	1	Female	White	Yes	0	1	1	0
Delaware Academy	1	Male	Black	No	13	11	4	3
Delaware Academy	1	Male	Black	Yes	8	5	2	1
Delaware Academy	1	Male	Hispanic	No	16	10	9	5
Delaware Academy	1	Male	Hispanic	Yes	16	6	3	5
Delaware Academy	1	Male	Other	No	3	4	0	0
Delaware Academy	1	Male	Other	Yes	1	2	1	0
Delaware Academy	1	Male	White	No	3	1	3	1
Delaware Academy	1	Male	White	Yes	3	2	0	1
Delaware Academy	2	Female	Black	No	19	6	6	1
Delaware Academy	2	Female	Black	Yes	3	0	0	0
Delaware Academy	2	Female	Hispanic	No	29	5	12	3
Delaware Academy	2	Female	Hispanic	Yes	2	1	0	0
Delaware Academy	2	Female	Other	No	9	3	2	0
Delaware Academy	2	Female	White	No	2	3	0	2
Delaware Academy	2	Female	White	Yes	1	0	1	0
Delaware Academy	2	Male	Black	No	20	3	5	3
Delaware Academy	2	Male	Black	Yes	11	2	2	0
Delaware Academy	2	Male	Hispanic	No	21	5	11	2
Delaware Academy	2	Male	Hispanic	Yes	15	3	4	5
Delaware Academy	2	Male	Other	No	4	1	1	1
Delaware Academy	2	Male	Other	Yes	2	1	0	1
Delaware Academy	2	Male	White	No	4	0	3	1
Delaware Academy	2	Male	White	Yes	2	0	1	2
Delaware Academy	3	Female	Black	No	7	11	10	4
Delaware Academy	3	Female	Black	Yes	1	1	1	0
Delaware Academy	3	Female	Hispanic	No	10	12	16	11
Delaware Academy	3	Female	Hispanic	Yes	1	0	1	1
Delaware Academy	3	Female	Other	No	8	4	1	1
Delaware Academy	3	Female	White	No	0	2	3	2
Delaware Academy	3	Female	White	Yes	1	0	0	1
Delaware Academy	3	Male	Black	No	8	8	10	5
Delaware Academy	3	Male	Black	Yes	5	4	4	1
Delaware Academy	3	Male	Hispanic	No	7	8	13	11
Delaware Academy	3	Male	Hispanic	Yes	5	7	9	6
Delaware Academy	3	Male	Other	No	2	2	2	1
Delaware Academy	3	Male	Other	Yes	2	0	0	2
Delaware Academy	3	Male	White	No	3	2	1	2
Delaware Academy	3	Male	White	Yes	2	1	0	2
Delaware Academy	4	Female	Black	No	8	6	15	3
Delaware Academy	4	Female	Black	Yes	2	0	1	0
Delaware Academy	4	Female	Hispanic	No	6	20	10	13
Delaware Academy	4	Female	Hispanic	Yes	0	1	0	2
Delaware Academy	4	Female	Other	No	7	3	2	2
Delaware Academy	4	Female	White	No	1	1	4	0
Delaware Academy	4	Female	White	Yes	1	0	1	0
Delaware Academy	4	Male	Black	No	11	11	8	1
Delaware Academy	4	Male	Black	Yes	9	0	5	0
Delaware Academy	4	Male	Hispanic	No	11	9	9	10
Delaware Academy	4	Male	Hispanic	Yes	7	8	8	4
Delaware Academy	4	Male	Other	No	2	3	2	0
Delaware Academy	4	Male	Other	Yes	2	0	0	2
Delaware Academy	4	Male	White	No	2	2	0	4
Delaware Academy	4	Male	White	Yes	0	2	3	0
Delaware Academy	5	Female	Black	No	9	7	7	9
Delaware Academy	5	Female	Black	Yes	0	2	0	1
Delaware Academy	5	Female	Hispanic	No	15	12	15	7
Delaware Academy	5	Female	Hispanic	Yes	1	1	1	0
Delaware Academy	5	Female	Other	No	5	4	3	2
Delaware Academy	5	Female	White	No	0	1	3	2
Delaware Academy	5	Female	White	Yes	0	1	0	1
Delaware Academy	5	Male	Black	No	13	6	10	2
Delaware Academy	5	Male	Black	Yes	7	2	3	2
Delaware Academy	5	Male	Hispanic	No	6	10	9	14
Delaware Academy	5	Male	Hispanic	Yes	10	4	7	6
Delaware Academy	5	Male	Other	No	1	2	2	2
Delaware Academy	5	Male	Other	Yes	2	1	0	1
Delaware Academy	5	Male	White	No	2	3	2	1
Delaware Academy	5	Male	White	Yes	0	1	2	2
Delaware Academy	6	Female	Black	No	11	8	6	6
Delaware Academy	6	Female	Black	Yes	1	1	0	1
Delaware Academy	6	Female	Hispanic	No	15	14	10	10
Delaware Academy	6	Female	Hispanic	Yes	2	0	0	0
Delaware Academy	6	Female	Other	No	7	0	5	2
Delaware Academy	6	Female	White	No	0	4	2	0
Delaware Academy	6	Female	White	Yes	1	0	1	0
Delaware Academy	6	Male	Black	No	16	6	7	2
Delaware Academy	6	Male	Black	Yes	5	4	5	0
Delaware Academy	6	Male	Hispanic	No	8	12	14	4
Delaware Academy	6	Male	Hispanic	Yes	6	6	8	7
Delaware Academy	6	Male	Other	No	3	0	4	0
Delaware Academy	6	Male	Other	Yes	0	3	0	1
Delaware Academy	6	Male	White	No	3	1	3	1
Delaware Academy	6	Male	White	Yes	1	1	1	2
Delaware Academy	7	Female	Black	No	14	5	9	3
Delaware Academy	7	Female	Black	Yes	3	0	0	0
Delaware Academy	7	Female	Hispanic	No	20	8	10	10
Delaware Academy	7	Female	Hispanic	Yes	2	0	0	0
Delaware Academy	7	Female	Other	No	8	3	0	3
Delaware Academy	7	Female	White	No	2	0	1	3
Delaware Academy	7	Female	White	Yes	1	1	0	0
Delaware Academy	7	Male	Black	No	17	7	6	1
Delaware Academy	7	Male	Black	Yes	10	1	0	3
Delaware Academy	7	Male	Hispanic	No	19	4	7	8
Delaware Academy	7	Male	Hispanic	Yes	10	5	6	7
Delaware Academy	7	Male	Other	No	1	2	2	2
Delaware Academy	7	Male	Other	Yes	2	1	0	1
Delaware Academy	7	Male	White	No	4	1	2	1
Delaware Academy	7	Male	White	Yes	2	1	1	1
Delaware Academy	8	Female	Black	No	12	5	12	2
Delaware Academy	8	Female	Black	Yes	2	1	0	0
Delaware Academy	8	Female	Hispanic	No	16	13	14	5
Delaware Academy	8	Female	Hispanic	Yes	1	0	1	0
Delaware Academy	8	Female	Other	No	6	3	0	5
Delaware Academy	8	Female	White	No	1	2	3	0
Delaware Academy	8	Female	White	Yes	0	1	1	0
Delaware Academy	8	Male	Black	No	18	5	4	4
Delaware Academy	8	Male	Black	Yes	7	5	2	0
Delaware Academy	8	Male	Hispanic	No	10	11	11	6
Delaware Academy	8	Male	Hispanic	Yes	11	5	6	6
Delaware Academy	8	Male	Other	No	2	2	2	1
Delaware Academy	8	Male	Other	Yes	1	1	1	1
Delaware Academy	8	Male	White	No	4	0	1	3
Delaware Academy	8	Male	White	Yes	1	0	2	2
Delaware Academy	9	Female	Black	No	17	6	3	5
Delaware Academy	9	Female	Black	Yes	1	1	1	0
Delaware Academy	9	Female	Hispanic	No	28	6	6	9
Delaware Academy	9	Female	Hispanic	Yes	1	0	1	1
Delaware Academy	9	Female	Other	No	9	1	0	3
Delaware Academy	9	Female	White	No	3	1	1	1
Delaware Academy	9	Female	White	Yes	1	0	1	0
Delaware Academy	9	Male	Black	No	21	2	4	4
Delaware Academy	9	Male	Black	Yes	11	2	0	1
Delaware Academy	9	Male	Hispanic	No	16	6	9	7
Delaware Academy	9	Male	Hispanic	Yes	14	3	7	4
Delaware Academy	9	Male	Other	No	3	1	1	2
Delaware Academy	9	Male	Other	Yes	3	0	0	1
Delaware Academy	9	Male	White	No	4	2	2	0
Delaware Academy	9	Male	White	Yes	2	0	1	2
Delaware Academy	10	Female	Black	No	27	0	0	3
Delaware Academy	10	Female	Black	Yes	3	0	0	0
Delaware Academy	10	Female	Hispanic	No	46	0	0	3
Delaware Academy	10	Female	Hispanic	Yes	2	0	0	1
Delaware Academy	10	Female	Other	No	12	0	0	1
Delaware Academy	10	Female	White	No	6	0	0	0
Delaware Academy	10	Female	White	Yes	1	0	0	1
Delaware Academy	10	Male	Black	No	26	0	0	5
Delaware Academy	10	Male	Black	Yes	12	0	0	2
Delaware Academy	10	Male	Hispanic	No	35	0	0	3
Delaware Academy	10	Male	Hispanic	Yes	23	0	0	5
Delaware Academy	10	Male	Other	No	5	0	0	2
Delaware Academy	10	Male	Other	Yes	3	0	0	1
Delaware Academy	10	Male	White	No	8	0	0	0
Delaware Academy	10	Male	White	Yes	2	0	0	3
Delaware Primary School	1	Female	Black	No	16	12	1	6
Delaware Primary School	1	Female	Black	Yes	3	2	1	0
Delaware Primary School	1	Female	Hispanic	No	12	9	11	11
Delaware Primary School	1	Female	Hispanic	Yes	3	1	4	4
Delaware Primary School	1	Female	Other	No	1	4	3	3
Delaware Primary School	1	Female	White	No	4	4	2	1
Delaware Primary School	1	Female	White	Yes	0	0	1	0
Delaware Primary School	1	Male	Black	No	13	12	6	6
Delaware Primary School	1	Male	Black	Yes	2	3	0	5
Delaware Primary School	1	Male	Hispanic	No	8	10	8	2
Delaware Primary School	1	Male	Hispanic	Yes	6	6	3	7
Delaware Primary School	1	Male	Other	No	3	2	2	3
Delaware Primary School	1	Male	Other	Yes	0	0	2	0
Delaware Primary School	1	Male	White	No	3	1	2	0
Delaware Primary School	1	Male	White	Yes	3	1	1	1
Delaware Primary School	2	Female	Black	No	23	2	12	1
Delaware Primary School	2	Female	Black	Yes	3	0	2	1
Delaware Primary School	2	Female	Hispanic	No	21	4	17	9
Delaware Primary School	2	Female	Hispanic	Yes	5	1	4	1
Delaware Primary School	2	Female	Other	No	6	1	3	2
Delaware Primary School	2	Female	White	No	7	1	1	3
Delaware Primary School	2	Female	White	Yes	0	0	0	2
Delaware Primary School	2	Male	Black	No	18	6	9	7
Delaware Primary School	2	Male	Black	Yes	8	1	0	1
Delaware Primary School	2	Male	Hispanic	No	14	4	11	2
Delaware Primary School	2	Male	Hispanic	Yes	7	4	5	6
Delaware Primary School	2	Male	Other	No	6	3	1	3
Delaware Primary School	2	Male	Other	Yes	0	1	1	0
Delaware Primary School	2	Male	White	No	4	0	3	1
Delaware Primary School	2	Male	White	Yes	3	0	2	0
Delaware Primary School	3	Female	Black	No	6	4	16	14
Delaware Primary School	3	Female	Black	Yes	1	3	2	0
Delaware Primary School	3	Female	Hispanic	No	1	11	13	25
Delaware Primary School	3	Female	Hispanic	Yes	1	2	5	3
Delaware Primary School	3	Female	Other	No	0	5	3	4
Delaware Primary School	3	Female	White	No	6	3	2	1
Delaware Primary School	3	Female	White	Yes	0	0	0	2
Delaware Primary School	3	Male	Black	No	6	7	14	12
Delaware Primary School	3	Male	Black	Yes	2	4	4	1
Delaware Primary School	3	Male	Hispanic	No	3	6	11	11
Delaware Primary School	3	Male	Hispanic	Yes	3	1	13	4
Delaware Primary School	3	Male	Other	No	2	1	6	3
Delaware Primary School	3	Male	Other	Yes	1	0	1	1
Delaware Primary School	3	Male	White	No	4	1	3	1
Delaware Primary School	3	Male	White	Yes	2	1	1	1
Delaware Primary School	4	Female	Black	No	10	7	9	13
Delaware Primary School	4	Female	Black	Yes	2	1	4	0
Delaware Primary School	4	Female	Hispanic	No	4	13	12	22
Delaware Primary School	4	Female	Hispanic	Yes	0	4	5	1
Delaware Primary School	4	Female	Other	No	4	3	4	2
Delaware Primary School	4	Female	White	No	6	2	1	2
Delaware Primary School	4	Female	White	Yes	0	0	1	0
Delaware Primary School	4	Male	Black	No	5	15	9	10
Delaware Primary School	4	Male	Black	Yes	4	1	2	3
Delaware Primary School	4	Male	Hispanic	No	3	8	9	11
Delaware Primary School	4	Male	Hispanic	Yes	4	6	5	6
Delaware Primary School	4	Male	Other	No	1	4	4	3
Delaware Primary School	4	Male	Other	Yes	0	1	1	1
Delaware Primary School	4	Male	White	No	4	2	2	1
Delaware Primary School	4	Male	White	Yes	4	0	1	0
Delaware Primary School	5	Female	Black	No	14	7	5	12
Delaware Primary School	5	Female	Black	Yes	2	1	2	2
Delaware Primary School	5	Female	Hispanic	No	8	7	17	23
Delaware Primary School	5	Female	Hispanic	Yes	2	3	3	2
Delaware Primary School	5	Female	Other	No	3	3	3	4
Delaware Primary School	5	Female	White	No	3	2	4	2
Delaware Primary School	5	Female	White	Yes	0	0	0	1
Delaware Primary School	5	Male	Black	No	11	4	11	14
Delaware Primary School	5	Male	Black	Yes	4	2	0	3
Delaware Primary School	5	Male	Hispanic	No	4	9	11	8
Delaware Primary School	5	Male	Hispanic	Yes	2	8	6	4
Delaware Primary School	5	Male	Other	No	1	0	5	6
Delaware Primary School	5	Male	Other	Yes	1	0	1	1
Delaware Primary School	5	Male	White	No	2	3	0	4
Delaware Primary School	5	Male	White	Yes	3	1	2	1
Delaware Primary School	6	Female	Black	No	17	10	5	7
Delaware Primary School	6	Female	Black	Yes	3	2	1	1
Delaware Primary School	6	Female	Hispanic	No	6	12	17	20
Delaware Primary School	6	Female	Hispanic	Yes	3	2	4	1
Delaware Primary School	6	Female	Other	No	1	4	3	4
Delaware Primary School	6	Female	White	No	3	3	5	0
Delaware Primary School	6	Female	White	Yes	0	0	1	0
Delaware Primary School	6	Male	Black	No	10	4	10	16
Delaware Primary School	6	Male	Black	Yes	4	2	0	2
Delaware Primary School	6	Male	Hispanic	No	8	3	12	9
Delaware Primary School	6	Male	Hispanic	Yes	4	7	8	1
Delaware Primary School	6	Male	Other	No	1	0	4	7
Delaware Primary School	6	Male	Other	Yes	0	0	1	1
Delaware Primary School	6	Male	White	No	5	1	2	1
Delaware Primary School	6	Male	White	Yes	3	1	1	1
Delaware Primary School	7	Female	Black	No	17	9	3	10
Delaware Primary School	7	Female	Black	Yes	2	2	0	3
Delaware Primary School	7	Female	Hispanic	No	15	4	17	20
Delaware Primary School	7	Female	Hispanic	Yes	4	3	2	1
Delaware Primary School	7	Female	Other	No	5	3	1	3
Delaware Primary School	7	Female	White	No	5	1	0	5
Delaware Primary School	7	Female	White	Yes	0	0	1	1
Delaware Primary School	7	Male	Black	No	13	7	8	11
Delaware Primary School	7	Male	Black	Yes	3	2	3	0
Delaware Primary School	7	Male	Hispanic	No	10	4	8	10
Delaware Primary School	7	Male	Hispanic	Yes	4	5	6	5
Delaware Primary School	7	Male	Other	No	2	0	4	5
Delaware Primary School	7	Male	Other	Yes	1	0	0	2
Delaware Primary School	7	Male	White	No	2	1	6	1
Delaware Primary School	7	Male	White	Yes	4	1	1	0
Delaware Primary School	8	Female	Black	No	13	10	5	10
Delaware Primary School	8	Female	Black	Yes	3	0	2	2
Delaware Primary School	8	Female	Hispanic	No	11	13	15	16
Delaware Primary School	8	Female	Hispanic	Yes	0	4	5	1
Delaware Primary School	8	Female	Other	No	3	5	2	2
Delaware Primary School	8	Female	White	No	3	2	3	3
Delaware Primary School	8	Female	White	Yes	0	0	0	2
Delaware Primary School	8	Male	Black	No	13	9	5	11
Delaware Primary School	8	Male	Black	Yes	4	2	0	2
Delaware Primary School	8	Male	Hispanic	No	3	7	13	9
Delaware Primary School	8	Male	Hispanic	Yes	0	6	10	4
Delaware Primary School	8	Male	Other	No	0	2	3	6
Delaware Primary School	8	Male	Other	Yes	2	0	1	0
Delaware Primary School	8	Male	White	No	5	1	3	1
Delaware Primary School	8	Male	White	Yes	3	2	1	0
Delaware Primary School	9	Female	Black	No	17	7	6	8
Delaware Primary School	9	Female	Black	Yes	4	0	0	3
Delaware Primary School	9	Female	Hispanic	No	17	11	15	13
Delaware Primary School	9	Female	Hispanic	Yes	6	1	2	2
Delaware Primary School	9	Female	Other	No	6	0	2	4
Delaware Primary School	9	Female	White	No	7	1	1	2
Delaware Primary School	9	Female	White	Yes	0	0	0	2
Delaware Primary School	9	Male	Black	No	23	4	4	7
Delaware Primary School	9	Male	Black	Yes	6	1	0	1
Delaware Primary School	9	Male	Hispanic	No	13	6	6	6
Delaware Primary School	9	Male	Hispanic	Yes	10	3	5	1
Delaware Primary School	9	Male	Other	No	3	2	1	5
Delaware Primary School	9	Male	Other	Yes	0	0	3	0
Delaware Primary School	9	Male	White	No	5	1	4	0
